"['#Date/Time of Update: 2018-11-29 12:21:41 PM', '#Game ID', '#Game Date', '#Game Time', '#Away Team ID', '#Away Team Abbr.', '#Away Team City', '#Away Team Name', '#Home Team ID', '#Home Team Abbr.', '#Home Team City', '#Home Team Name', '#Location', '#Player ID', '#LastName', '#FirstName', '#Jersey Num', '#Position', '#Height', '#Weight', '#Birth Date', '#Age', '#Birth City', '#Birth Country', '#Rookie', '#Team ID', '#Team Abbr.', '#Team City', '#Team Name', '#PassAttempts', '#PassCompletions', '#PassPct', '#PassAttemptsPerGame', '#PassYards', '#PassYardsPerAtt', '#PassYardsPerGame', '#PassTD', '#PassTDPct', '#PassInt', '#PassIntPct', '#PassLng', '#PassAvg', '#Pass20Plus', '#Pass40Plus', '#PassSacks', '#PassSackY', '#QbRating', '#RushAttempts', '#RushAttemptsPerGame', '#RushYards', '#RushAverage', '#RushYardsPerGame', '#RushTD', '#RushLng', '#Rush1stDowns', '#Rush1stDownsPct', '#Rush20Plus', '#Rush40Plus', '#RushFumbles', '#Targets', '#Receptions', '#RecYards', '#RecAverage', '#RecYardsPerGame', '#RecTD', '#RecLng', '#Rec1stDowns', '#Rec20Plus', '#Rec40Plus', '#RecFumbles', '#TackleSolo', '#TackleTotal', '#TackleAst', '#Sacks', '#SackYds', '#TacklesForLoss', '#Interceptions', '#IntTD', '#IntYds', '#IntAverage', '#IntLng', '#PassesDefended', '#Stuffs', '#Safeties', '#StuffYds', '#Kb', '#Fumbles', '#FumLost', '#FumForced', '#FumOwnRec', '#FumOppRec', '#FumRecYds', '#FumTotalRec', '#FumTD', '#KrRet', '#KrYds', '#KrAvg', '#KrLng', '#KrTD', '#Kr20Plus', '#Kr40Plus', '#KrFC', '#KrFum', '#PrRet', '#PrYds', '#PrAvg', '#PrLng', '#PrTD', '#Pr20Plus', '#Pr40Plus', '#PrFC', '#PrFum', '#FgBlk', '#FgMade', '#FgAtt', '#FgPct', '#FgMade1_19', '#FgAtt1_19', '#Fg1_19Pct', '#FgMade20_29', '#FgAtt20_29', '#Fg20_29Pct', '#FgMade30_39', '#FgAtt30_39', '#Fg30_39Pct', '#FgMade40_49', '#FgAtt40_49', '#Fg40_49Pct', '#FgMade50Plus', '#FgAtt50Plus', '#Fg50PlusPct', '#FgLng', '#XpBlk', '#XpMade', '#XpAtt', '#XpPct', '#FgAndXpPts', '#KoPct', '#Kickoffs', '#KoYds', '#KoOOB', '#KoAvg', '#KoTB', '#KoRet', '#KoRetYds', '#KoRetAvgYds', '#KoTD', '#KoOS', '#KoOSR', '#Punts', '#PuntYds', '#PuntNetYds', '#PuntLng', '#PuntAvg', '#PuntNetAvg', '#PuntBlk', '#PuntOOB', '#PuntDown', '#PuntIn20', '#PuntIn20Pct', '#PuntTB', '#PuntTBPct', '#PuntFC', '#PuntRet', '#PuntRetYds', '#PuntRetAvg', '#TwoPtAtt', '#GamesStarted', '#TwoPtMade', '#TwoPtPassAtt', '#TwoPtPassMade', '#TwoPtPassRec', '#TwoPtRushAtt', '#TwoPtRushMade']"
"['', '40371', '2017-09-10', '1:00PM', '66', 'JAX', 'Jacksonville', 'Jaguars', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '3', '5', '2', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40382', '2017-09-14', '8:25PM', '64', 'HOU', 'Houston', 'Texans', '57', 'CIN', 'Cincinnati', 'Bengals', 'Paul Brown Stadium', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '3', '4', '1', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40482', '2017-10-29', '4:05PM', '64', 'HOU', 'Houston', 'Texans', '79', 'SEA', 'Seattle', 'Seahawks', 'CenturyLink Field', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '3', '5', '2', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40487', '2017-11-05', '1:00PM', '65', 'IND', 'Indianapolis', 'Colts', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '5', '5', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40506', '2017-11-12', '4:05PM', '64', 'HOU', 'Houston', 'Texans', '77', 'LA', 'Los Angeles', 'Rams', 'Los Angeles Memorial Coliseum', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '3', '4', '1', '0.0', '0', '1', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40514', '2017-11-19', '1:00PM', '76', 'ARI', 'Arizona', 'Cardinals', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '1', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40539', '2017-11-27', '8:30PM', '64', 'HOU', 'Houston', 'Texans', '56', 'BAL', 'Baltimore', 'Ravens', 'M&T Bank Stadium', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '7', '7', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40542', '2017-12-03', '1:00PM', '64', 'HOU', 'Houston', 'Texans', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '2', '1', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40561', '2017-12-10', '1:00PM', '78', 'SF', 'San Francisco', '49ers', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '4', '5', '1', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40575', '2017-12-17', '1:00PM', '64', 'HOU', 'Houston', 'Texans', '66', 'JAX', 'Jacksonville', 'Jaguars', 'EverBank Field', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '2', '2', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40602', '2017-12-25', '4:30PM', '59', 'PIT', 'Pittsburgh', 'Steelers', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '2', '4', '2', '0.0', '0', '1', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40610', '2017-12-31', '1:00PM', '64', 'HOU', 'Houston', 'Texans', '65', 'IND', 'Indianapolis', 'Colts', 'Lucas Oil Stadium', '7074', 'Johnson', 'Kevin', '9', 'CB', '5\'11""', '188', '', '', '', '', 'N', '64', 'HOU', 'Houston', 'Texans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '1', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '']"
"['', '40371', '2017-09-10', '1:00PM', '66', 'JAX', 'Jacksonville', 'Jaguars', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9842', 'Jones', 'Andy', '81', 'WR', '6\'1""', '214', '1994-06-27', '24', 'Tampa, FL', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40416', '2017-10-01', '1:00PM', '67', 'TEN', 'Tennessee', 'Titans', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9842', 'Jones', 'Andy', '81', 'WR', '6\'1""', '214', '1994-06-27', '24', 'Tampa, FL', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40442', '2017-10-08', '8:30PM', '73', 'KC', 'Kansas City', 'Chiefs', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9842', 'Jones', 'Andy', '81', 'WR', '6\'1""', '214', '1994-06-27', '24', 'Tampa, FL', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40446', '2017-10-15', '1:00PM', '58', 'CLE', 'Cleveland', 'Browns', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9842', 'Jones', 'Andy', '81', 'WR', '6\'1""', '214', '1994-06-27', '24', 'Tampa, FL', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40482', '2017-10-29', '4:05PM', '64', 'HOU', 'Houston', 'Texans', '79', 'SEA', 'Seattle', 'Seahawks', 'CenturyLink Field', '9842', 'Jones', 'Andy', '81', 'WR', '6\'1""', '214', '1994-06-27', '24', 'Tampa, FL', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40487', '2017-11-05', '1:00PM', '65', 'IND', 'Indianapolis', 'Colts', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9842', 'Jones', 'Andy', '81', 'WR', '6\'1""', '214', '1994-06-27', '24', 'Tampa, FL', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40506', '2017-11-12', '4:05PM', '64', 'HOU', 'Houston', 'Texans', '77', 'LA', 'Los Angeles', 'Rams', 'Los Angeles Memorial Coliseum', '9842', 'Jones', 'Andy', '81', 'WR', '6\'1""', '214', '1994-06-27', '24', 'Tampa, FL', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40514', '2017-11-19', '1:00PM', '76', 'ARI', 'Arizona', 'Cardinals', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9842', 'Jones', 'Andy', '81', 'WR', '6\'1""', '214', '1994-06-27', '24', 'Tampa, FL', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40539', '2017-11-27', '8:30PM', '64', 'HOU', 'Houston', 'Texans', '56', 'BAL', 'Baltimore', 'Ravens', 'M&T Bank Stadium', '9842', 'Jones', 'Andy', '81', 'WR', '6\'1""', '214', '1994-06-27', '24', 'Tampa, FL', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40542', '2017-12-03', '1:00PM', '64', 'HOU', 'Houston', 'Texans', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '9842', 'Jones', 'Andy', '81', 'WR', '6\'1""', '214', '1994-06-27', '24', 'Tampa, FL', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40561', '2017-12-10', '1:00PM', '78', 'SF', 'San Francisco', '49ers', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9842', 'Jones', 'Andy', '81', 'WR', '6\'1""', '214', '1994-06-27', '24', 'Tampa, FL', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
